DATE,JPNCPIALLMINMEI,JPNPROINDMISMEI,INTDSRJPM193N
2009-02-01,97.3275642657165,79.6488149551349,0.3
2009-03-01,97.6329854924917,80.3672965333384,0.3
2009-04-01,97.7347925680835,83.8570641988984,0.3
2009-05-01,97.5311784169,86.9362709626279,0.3
2009-06-01,97.3275642657165,88.373234119035,0.3
2009-07-01,97.0221430389412,89.3996363736114,0.3
2009-08-01,97.3275642657165,90.7339593045609,0.3
2009-09-01,97.3275642657165,93.5052453919174,0.3
2009-10-01,96.9203359633495,96.0712510283586,0.3
2009-11-01,96.7167218121659,98.0214153120539,0.3
2009-12-01,96.5131076609824,98.8425371157151,0.3
2010-01-01,96.6149147365742,101.100622075783,0.3
2010-02-01,96.6149147365742,101.408542752156,0.3
2010-03-01,96.8185288877577,101.716463428529,0.3
2010-04-01,96.8185288877577,102.948146134021,0.3
2010-05-01,96.8185288877577,102.53758523219,0.3
2010-06-01,96.6149147365742,101.921743879444,0.3
2010-07-01,96.1058793586154,103.153426584936,0.3
2010-08-01,96.2076864342072,103.666627712225,0.3
2010-09-01,96.4113005853907,105.000950643174,0.3
2010-10-01,96.7167218121659,102.024384104902,0.3
2010-11-01,96.4113005853907,103.769267937682,0.3
2010-12-01,96.2076864342072,104.077188614055,0.3
2011-01-01,96.1058793586154,104.795670192259,0.3
2011-02-01,96.1058793586154,105.206231094089,0.3
2011-03-01,96.3094935097989,88.5785145699503,0.3
2011-04-01,96.4113005853907,90.2207581772726,0.3
2011-05-01,96.4113005853907,96.1738912538162,0.3
2011-06-01,96.3094935097989,100.074219821207,0.3
2011-07-01,96.3094935097989,100.997981850326,0.3
2011-08-01,96.4113005853907,102.53758523219,0.3
2011-09-01,96.4113005853907,101.921743879444,0.3
2011-10-01,96.5131076609824,103.563987486767,0.3
2011-11-01,95.9022652074319,101.511182977614,0.3
2011-12-01,96.0040722830236,103.563987486767,0.3
2012-01-01,96.2076864342072,103.87190816314,0.3
2012-02-01,96.4113005853907,103.666627712225,0.3
2012-03-01,96.8185288877577,103.461347261309,0.3
2012-04-01,96.9203359633495,102.948146134021,0.3
2012-05-01,96.6149147365742,101.100622075783,0.3
2012-06-01,96.1058793586154,100.38214049758,0.3
2012-07-01,95.8004581318402,99.8689393702916,0.3
2012-08-01,96.0040722830236,98.6372566647998,0.3
2012-09-01,96.1058793586154,96.4818119301892,0.3
2012-10-01,96.1058793586154,96.7897326065621,0.3
2012-11-01,95.8004581318402,96.0712510283586,0.3
2012-12-01,95.8004581318402,97.405573959308,0.3
2013-01-01,95.9022652074319,95.3920506624448,0.3
2013-02-01,95.6986510562484,96.9919173402216,0.3
2013-03-01,95.9022652074319,97.8918423464711,0.3
2013-04-01,96.2076864342072,98.0918256811932,0.3
2013-05-01,96.3094935097989,99.591700691609,0.3
2013-06-01,96.3094935097989,98.5917840179985,0.3
2013-07-01,96.5131076609824,100.091659028414,0.3
2013-08-01,96.8185288877577,100.391634030497,0.3
2013-09-01,97.123950114533,101.191567369386,0.3
2013-10-01,97.2257571901247,101.491542371469,0.3
2013-11-01,97.2257571901247,101.891509040913,0.3
2013-12-01,97.3275642657165,101.891509040913,0.3
2014-01-01,97.2257571901247,103.591367386051,0.3
2014-02-01,97.2257571901247,102.891425714524,0.3
2014-03-01,97.4293713413082,104.291309057578,0.3
2014-04-01,99.4655128531433,99.7916840263311,0.3
2014-05-01,99.8727411555103,101.891509040913,0.3
2014-06-01,99.7709340799186,100.59161736522,0.3
2014-07-01,99.8727411555103,100.391634030497,0.3
2014-08-01,100.076355306694,99.491709024248,0.3
2014-09-01,100.279969457877,100.59161736522,0.3
2014-10-01,99.9745482311021,100.59161736522,0.3
2014-11-01,99.6691270043268,100.59161736522,0.3
2014-12-01,99.6691270043268,100.191650695775,0.3
2015-01-01,99.567319928735,102.691442379802,0.3
2015-02-01,99.3637057775516,99.7916840263311,0.3
2015-03-01,99.6691270043268,99.2917256895259,0.3
2015-04-01,100.178162382286,99.6916923589701,0.3
2015-05-01,100.483583609061,99.6916923589701,0.3
2015-06-01,100.178162382286,100.491625697859,0.3
2015-07-01,100.076355306694,100.391634030497,0.3
2015-08-01,100.178162382286,98.7917673527206,0.3
2015-09-01,100.279969457877,100.491625697859,0.3
2015-10-01,100.279969457877,100.59161736522,0.3
2015-11-01,99.8727411555103,99.9916673610532,0.3
2015-12-01,99.8727411555103,98.0918256811932,0.3
2016-01-01,99.4655128531433,100.291642363136,0.3
